,Unnamed: 0,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,Avg_room_num,Rel_room_num,lat_long,lat,lng
11,12,Alphington,55 Fulham Rd,2,h,1675000.0,S,Miles,2017-04-01,3078,Northern Metropolitan,2211,5.7,Darebin City Council,2.78105141536684,0.7191524719567927,"{'lat': 51.4777563, 'lng': -0.1999344}",51.4777563,-0.1999344
12,13,Alphington,41 Toolangi Rd,4,h,2008000.0,S,Jellis,2017-04-01,3078,Northern Metropolitan,2211,5.7,Darebin City Council,2.78105141536684,1.438304943913585,"{'lat': -37.7755433, 'lng': 145.0294217}",-37.7755433,145.0294217
13,14,Altona,9 Delmont Av,2,h,860000.0,SP,Barlow,2017-04-01,3018,Western Metropolitan,5301,11.0,Hobsons Bay City Council,3.087230215827338,0.6478298863967376,,0.0,0.0
14,16,Altona North,14 Seventh Av,3,h,720000.0,S,Hunter,2017-04-01,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council,3.087230215827338,0.9717448295951064,"{'lat': 40.7370658, 'lng': -74.00079389999999}",40.7370658,-74.00079389999999
15,17,Armadale,2/23 Ashleigh Rd,2,u,836000.0,S,Jellis,2017-04-01,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,2.686226568867156,0.7445388349514563,"{'lat': -37.853264, 'lng': 145.014249}",-37.853264,145.014249
16,19,Armadale,746 High St,3,h,1386000.0,S,Marshall,2017-04-01,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,2.686226568867156,1.1168082524271843,"{'lat': 43.9112129, 'lng': -69.8201979}",43.9112129,-69.8201979
17,20,Armadale,14/25 Kooyong Rd,2,u,580000.0,VB,hockingstuart,2017-04-01,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,2.686226568867156,0.7445388349514563,"{'lat': -37.86629600000001, 'lng': 145.018582}",-37.86629600000001,145.018582
18,21,Armadale,6/38 Wattletree Rd,1,u,355000.0,S,hockingstuart,2017-04-01,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,2.686226568867156,0.3722694174757281,"{'lat': -37.861265, 'lng': 145.018422}",-37.861265,145.018422
19,22,Ascot Vale,8 The Grove,3,h,1123100.0,S,Ray,2017-04-01,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,3.0032362459546924,0.9989224137931036,,0.0,0.0
20,23,Ashburton,1/48 Karnak Rd,3,u,1270000.0,S,Fletchers,2017-04-01,3147,Southern Metropolitan,3052,10.2,Boroondara City Council,3.1383502170767006,0.9559162593378216,"{'lat': -37.874219, 'lng': 145.071968}",-37.874219,145.071968
21,25,Ashburton,61A Victory Bvd,3,t,1610000.0,S,Jellis,2017-04-01,3147,Southern Metropolitan,3052,10.2,Boroondara City Council,3.1383502170767006,0.9559162593378216,"{'lat': 40.6382879, 'lng': -74.0781343}",40.6382879,-74.0781343
22,26,Ashwood,43 Douglas St,4,h,1435000.0,S,Ray,2017-04-01,3147,Southern Metropolitan,2894,10.2,Monash City Council,3.466830466830467,1.1537916371367825,"{'lat': 43.02170400000001, 'lng': -78.8675684}",43.02170400000001,-78.8675684
23,27,Aspendale,4 Jirrah Ct,4,h,1431000.0,S,hockingstuart,2017-04-01,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council,3.1071604938271604,1.287349014621742,"{'lat': -38.0253592, 'lng': 145.1132506}",-38.0253592,145.1132506
24,28,Aspendale Gardens,8 Mangrove Ct,4,h,996000.0,S,Ray,2017-04-01,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council,3.1071604938271604,1.287349014621742,"{'lat': 28.7404717, 'lng': -82.5495466}",28.7404717,-82.5495466
25,30,Avondale Heights,12 Duke St,4,h,825000.0,SP,hockingstuart,2017-04-01,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,3.0032362459546924,1.331896551724138,"{'lat': 43.2519752, 'lng': -79.87169039999999}",43.2519752,-79.87169039999999
26,31,Balwyn,104/29 Belgrove Av,2,u,660800.0,SP,Fletchers,2017-04-01,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,3.1383502170767006,0.6372775062252144,"{'lat': -37.8041383, 'lng': 145.0837546}",-37.8041383,145.0837546
27,32,Balwyn,2/362 Belmore Rd,2,t,700000.0,PI,Walshe,2017-04-01,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,3.1383502170767006,0.6372775062252144,"{'lat': -37.802597, 'lng': 145.103744}",-37.802597,145.103744
28,33,Balwyn,9 Kenilworth St,5,h,2700000.0,PI,hockingstuart,2017-04-01,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,3.1383502170767006,1.593193765563036,"{'lat': 35.5889085, 'lng': -82.5274917}",35.5889085,-82.5274917
29,34,Balwyn,4 Lynch Ct,3,h,2035000.0,PI,Marshall,2017-04-01,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,3.1383502170767006,0.9559162593378216,"{'lat': 41.2077907, 'lng': -74.0065779}",41.2077907,-74.0065779
30,35,Balwyn,4/40 Northcote Av,3,u,955000.0,S,Noel,2017-04-01,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,3.1383502170767006,0.9559162593378216,"{'lat': 41.5915013, 'lng': -87.4863329}",41.5915013,-87.4863329
31,36,Balwyn,306 Union Rd,4,h,1810000.0,S,Jellis,2017-04-01,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,3.1383502170767006,1.2745550124504288,"{'lat': 38.5507313, 'lng': -90.2894865}",38.5507313,-90.2894865
32,37,Balwyn North,3 Abbott St,4,h,1850000.0,PI,Fletchers,2017-04-01,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,3.1383502170767006,1.2745550124504288,"{'lat': 42.521231, 'lng': -70.91913699999999}",42.521231,-70.91913699999999
33,39,Balwyn North,203 Belmore Rd,4,h,2600000.0,VB,Jellis,2017-04-01,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,3.1383502170767006,1.2745550124504288,"{'lat': 40.7431641, 'lng': -73.1734279}",40.7431641,-73.1734279
34,40,Balwyn North,56 Clifton St,3,h,1220000.0,VB,hockingstuart,2017-04-01,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,3.1383502170767006,0.9559162593378216,"{'lat': 43.1501579, 'lng': -77.6284866}",43.1501579,-77.6284866
35,41,Balwyn North,9 Cumberland Av,4,h,2470000.0,PI,Fletchers,2017-04-01,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,3.1383502170767006,1.2745550124504288,"{'lat': 43.68171539999999, 'lng': -70.3477161}",43.68171539999999,-70.3477161
36,43,Balwyn North,2/4 Maylands Av,2,u,800000.0,PI,Fletchers,2017-04-01,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,3.1383502170767006,0.6372775062252144,"{'lat': -37.798069, 'lng': 145.064166}",-37.798069,145.064166
37,44,Bayswater North,8 Wattle Rd,4,h,880000.0,S,Philip,2017-04-01,3153,Eastern Metropolitan,3598,23.2,Maroondah City Council,3.3220675944333995,1.2040694195092758,"{'lat': -38.355832, 'lng': 144.922145}",-38.355832,144.922145
38,45,Beaumaris,500 Balcombe Rd,4,h,1285000.0,SP,Buxton,2017-04-01,3193,Southern Metropolitan,5366,17.3,Bayside City Council,3.191983967935872,1.2531391260673028,"{'lat': -37.97664320000001, 'lng': 145.0286036}",-37.97664320000001,145.0286036
39,46,Beaumaris,2/58 Haydens Rd,2,u,835000.0,S,Buxton,2017-04-01,3193,Southern Metropolitan,5366,17.3,Bayside City Council,3.191983967935872,0.6265695630336514,"{'lat': -37.98192600000001, 'lng': 145.0294042}",-37.98192600000001,145.0294042
40,47,Beaumaris,6 haywood St,4,h,1445000.0,S,Hodges,2017-04-01,3193,Southern Metropolitan,5366,17.3,Bayside City Council,3.191983967935872,1.2531391260673028,"{'lat': 35.5951048, 'lng': -82.5544553}",35.5951048,-82.5544553
41,49,Beaumaris,39 White St,4,h,1435000.0,S,hockingstuart,2017-04-01,3193,Southern Metropolitan,5366,17.3,Bayside City Council,3.191983967935872,1.2531391260673028,"{'lat': 40.7185292, 'lng': -74.0045644}",40.7185292,-74.0045644
42,50,Bellfield,1/15 Toohey St,3,u,675000.0,SP,Nelson,2017-04-01,3081,Eastern Metropolitan,790,8.8,Banyule City Council,3.1705720192970364,0.9462014998369744,"{'lat': -37.7514633, 'lng': 145.0383778}",-37.7514633,145.0383778
43,51,Bentleigh,4b Hobart St,4,t,1300000.0,VB,hockingstuart,2017-04-01,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2.926839642705232,1.3666618224095337,"{'lat': 43.094788, 'lng': -75.243399}",43.094788,-75.243399
44,52,Bentleigh,36a Marquis Rd,4,t,1500000.0,PI,hockingstuart,2017-04-01,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2.926839642705232,1.3666618224095337,"{'lat': -37.931048, 'lng': 145.047303}",-37.931048,145.047303
45,53,Bentleigh,5 Mortimore St,3,h,1340000.0,S,Buxton,2017-04-01,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2.926839642705232,1.02499636680715,"{'lat': -37.926783, 'lng': 145.039019}",-37.926783,145.039019
46,55,Bentleigh East,40 Castlewood St,3,h,1400000.0,S,hockingstuart,2017-04-01,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2.926839642705232,1.02499636680715,"{'lat': 37.9859262, 'lng': -122.475781}",37.9859262,-122.475781
47,57,Bentleigh East,35 Highview Rd,2,t,775000.0,S,hockingstuart,2017-04-01,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2.926839642705232,0.6833309112047667,"{'lat': 40.8420917, 'lng': -74.2880098}",40.8420917,-74.2880098
48,58,Bentleigh East,5A MacKie Rd,3,t,920000.0,SP,Buxton,2017-04-01,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2.926839642705232,1.02499636680715,"{'lat': -37.92198690000001, 'lng': 145.0732568}",-37.92198690000001,145.0732568
49,59,Bentleigh East,103 Marlborough St,2,h,1220000.0,S,Point,2017-04-01,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2.926839642705232,0.6833309112047667,"{'lat': 42.353466, 'lng': -71.076762}",42.353466,-71.076762
50,60,Bentleigh East,66 Paloma St,2,h,1130000.0,S,hockingstuart,2017-04-01,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2.926839642705232,0.6833309112047667,,0.0,0.0
51,61,Bentleigh East,45 Waratah St,4,h,1460000.0,S,hockingstuart,2017-04-01,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2.926839642705232,1.3666618224095337,"{'lat': -38.1376766, 'lng': 144.3436194}",-38.1376766,144.3436194
52,63,Black Rock,38 Ardoyne St,4,h,3000000.0,S,Buxton,2017-04-01,3193,Southern Metropolitan,2866,17.3,Bayside City Council,3.191983967935872,1.2531391260673028,"{'lat': -37.972051, 'lng': 145.0214}",-37.972051,145.0214
53,64,Blackburn,28 Elmhurst Rd,4,h,1200000.0,PI,Noel,2017-04-01,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,3.3477272727272727,1.1948404616429056,"{'lat': 40.4089977, 'lng': -80.05333949999999}",40.4089977,-80.05333949999999
54,65,Blackburn,16 Peacedale Gr,4,h,1410000.0,S,Noel,2017-04-01,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,3.3477272727272727,1.1948404616429056,"{'lat': -37.816521, 'lng': 145.166369}",-37.816521,145.166369
55,66,Blackburn,4 Rosalind Cr,3,h,1110000.0,S,Barry,2017-04-01,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,3.3477272727272727,0.8961303462321792,"{'lat': -37.8294685, 'lng': 145.1602413}",-37.8294685,145.1602413
56,67,Blackburn North,53 Morrie Cr,4,h,960000.0,PI,Stockdale,2017-04-01,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,3.3477272727272727,1.1948404616429056,,0.0,0.0
57,68,Blackburn North,3 Sheila St,5,h,1090000.0,S,Noel,2017-04-01,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,3.3477272727272727,1.493550577053632,"{'lat': -38.372301, 'lng': 144.836331}",-38.372301,144.836331
58,69,Blackburn South,47A Canora St,3,h,980000.0,PI,Fletchers,2017-04-01,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,3.3477272727272727,0.8961303462321792,"{'lat': -37.839049, 'lng': 145.143811}",-37.839049,145.143811
59,71,Blackburn South,34 Lawrence St,4,h,1925000.0,PI,Noel,2017-04-01,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,3.3477272727272727,1.1948404616429056,"{'lat': 42.3459881, 'lng': -71.0736513}",42.3459881,-71.0736513
60,72,Blackburn South,1/15 Vicki St,3,u,710000.0,S,Philip,2017-04-01,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,3.3477272727272727,0.8961303462321792,"{'lat': -37.840809, 'lng': 145.157166}",-37.840809,145.157166
61,73,Bonbeach,470 Station St,4,h,985000.0,S,Purplebricks,2017-04-01,3196,South-Eastern Metropolitan,2887,27.0,Kingston City Council,3.1071604938271604,1.287349014621742,"{'lat': 43.1472888, 'lng': -80.2315007}",43.1472888,-80.2315007
62,75,Box Hill,12/20 Ashted Rd,2,u,420000.0,SP,Noel,2017-04-01,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,3.3477272727272727,0.5974202308214528,"{'lat': -37.8233131, 'lng': 145.1249481}",-37.8233131,145.1249481
63,76,Braybrook,4/231 Ballarat Rd,3,h,500500.0,S,Village,2017-04-01,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,2.7422145328719725,1.094006309148265,"{'lat': -37.7814629, 'lng': 144.8635935}",-37.7814629,144.8635935
64,77,Braybrook,30 Cremorne St,2,h,490000.0,S,Boran,2017-04-01,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,2.7422145328719725,0.7293375394321766,"{'lat': -37.8261092, 'lng': 144.9905723}",-37.8261092,144.9905723
65,78,Braybrook,2/1 Hancock Cr,2,t,500000.0,SP,Jas,2017-04-01,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,2.7422145328719725,0.7293375394321766,"{'lat': -27.589578, 'lng': 151.975944}",-27.589578,151.975944
66,82,Brighton,435 New St,4,h,2250000.0,VB,Buxton,2017-04-01,3186,Southern Metropolitan,10579,10.5,Bayside City Council,3.191983967935872,1.2531391260673028,"{'lat': 32.8380835, 'lng': -83.6326711}",32.8380835,-83.6326711
67,87,Brighton East,75 Marriage Rd,3,h,1958000.0,S,Marshall,2017-04-01,3187,Southern Metropolitan,6938,10.3,Bayside City Council,3.191983967935872,0.9398543445504772,"{'lat': -37.9191338, 'lng': 145.0147408}",-37.9191338,145.0147408
68,88,Brighton East,81 Marriage Rd,4,h,2137000.0,S,Marshall,2017-04-01,3187,Southern Metropolitan,6938,10.3,Bayside City Council,3.191983967935872,1.2531391260673028,"{'lat': -37.9192875, 'lng': 145.0157309}",-37.9192875,145.0157309
69,90,Brighton East,3 Sunlight Cr,4,h,2975000.0,S,Marshall,2017-04-01,3187,Southern Metropolitan,6938,10.3,Bayside City Council,3.191983967935872,1.2531391260673028,,0.0,0.0
70,92,Broadmeadows,145 Graham St,3,h,457000.0,S,YPA,2017-04-01,3047,Northern Metropolitan,4294,14.0,Hume City Council,3.3864306784660765,0.8858885017421604,"{'lat': 35.2309376, 'lng': -80.8464427}",35.2309376,-80.8464427
71,94,Brunswick,53 Amelia St,2,h,740000.0,PI,Nelson,2017-04-01,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2.738785232235014,0.7302507609798522,"{'lat': -37.776072, 'lng': 144.9662765}",-37.776072,144.9662765
72,96,Brunswick,2 Cassels Rd,3,h,900000.0,SP,hockingstuart,2017-04-01,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2.738785232235014,1.0953761414697782,"{'lat': -37.7587674, 'lng': 144.9596671}",-37.7587674,144.9596671
73,97,Brunswick,70 Gold St,4,h,1250000.0,PI,Jellis,2017-04-01,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2.738785232235014,1.4605015219597044,"{'lat': 40.7098552, 'lng': -74.0042251}",40.7098552,-74.0042251
74,99,Brunswick,27 Hanover St,2,h,1225000.0,SP,Nelson,2017-04-01,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2.738785232235014,0.7302507609798522,"{'lat': 40.2465143, 'lng': -75.6504641}",40.2465143,-75.6504641
75,100,Brunswick,10 Lanark St,3,h,1120000.0,S,Nelson,2017-04-01,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2.738785232235014,1.0953761414697782,"{'lat': 39.74589350000001, 'lng': -75.0704914}",39.74589350000001,-75.0704914
76,101,Brunswick,9/4 Mitchell St,2,t,560000.0,S,Nelson,2017-04-01,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2.738785232235014,0.7302507609798522,,0.0,0.0
77,102,Brunswick,9 Pitt St,3,h,1685000.0,S,Nelson,2017-04-01,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2.738785232235014,1.0953761414697782,"{'lat': 32.7801666, 'lng': -79.938879}",32.7801666,-79.938879
78,103,Brunswick,301/34 Union St,2,u,625000.0,S,Rombotis,2017-04-01,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2.738785232235014,0.7302507609798522,"{'lat': 42.3700752, 'lng': -71.0948914}",42.3700752,-71.0948914
79,104,Brunswick East,217 Glenlyon Rd,3,h,1470000.0,S,Nelson,2017-04-01,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2.738785232235014,1.0953761414697782,"{'lat': -37.77282210000001, 'lng': 144.9749838}",-37.77282210000001,144.9749838
80,105,Brunswick East,1/164 Nicholson St,2,h,860000.0,S,Woodards,2017-04-01,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2.738785232235014,0.7302507609798522,"{'lat': 41.5451089, 'lng': -88.0940791}",41.5451089,-88.0940791
81,106,Brunswick West,370 Albion St,3,t,900000.0,S,Ray,2017-04-01,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2.738785232235014,1.0953761414697782,"{'lat': 39.7225065, 'lng': -104.9390451}",39.7225065,-104.9390451
82,107,Brunswick West,5/21 Everett St,2,u,398000.0,S,Nelson,2017-04-01,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2.738785232235014,0.7302507609798522,,0.0,0.0
83,108,Brunswick West,7/28 McLean St,2,h,576000.0,S,Biggin,2017-04-01,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2.738785232235014,0.7302507609798522,"{'lat': 42.9993498, 'lng': -73.8472718}",42.9993498,-73.8472718
84,109,Brunswick West,33 Newman St,4,h,1400000.0,VB,Nelson,2017-04-01,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2.738785232235014,1.4605015219597044,"{'lat': 43.0634579, 'lng': -74.3322842}",43.0634579,-74.3322842
85,111,Brunswick West,487 Victoria St,3,h,850000.0,PI,Brad,2017-04-01,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2.738785232235014,1.0953761414697782,"{'lat': 45.0914933, 'lng': -75.3513729}",45.0914933,-75.3513729
86,112,Bulleen,1 Victoria St,4,h,1150000.0,SP,Jellis,2017-04-01,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,3.617919075144509,1.1056079245885926,"{'lat': 43.4524737, 'lng': -80.4982179}",43.4524737,-80.4982179
87,113,Bundoora,3 Florida Ct,2,t,525000.0,S,Barry,2017-04-01,3083,Northern Metropolitan,10175,12.1,Banyule City Council,3.1705720192970364,0.6308009998913162,"{'lat': 27.6648274, 'lng': -81.5157535}",27.6648274,-81.5157535
88,114,Bundoora,7 Gordon St,4,h,740000.0,S,Barry,2017-04-01,3083,Northern Metropolitan,10175,12.1,Banyule City Council,3.1705720192970364,1.2616019997826324,"{'lat': 32.8044809, 'lng': -79.9547027}",32.8044809,-79.9547027
89,115,Bundoora,7/27 Princeton Tce,2,u,340000.0,PI,Ray,2017-04-01,3083,Northern Metropolitan,10175,12.1,Banyule City Council,3.1705720192970364,0.6308009998913162,"{'lat': -37.6809869, 'lng': 145.0735268}",-37.6809869,145.0735268
90,116,Burwood,12 Andrews St,5,h,1265000.0,S,Jellis,2017-04-01,3125,Southern Metropolitan,5678,10.4,Monash City Council,3.466830466830467,1.4422395464209778,"{'lat': 33.9100478, 'lng': -80.3417851}",33.9100478,-80.3417851
91,117,Burwood,26 Cromwell St,3,h,1000000.0,PI,Buxton,2017-04-01,3125,Southern Metropolitan,5678,10.4,Monash City Council,3.466830466830467,0.8653437278525867,"{'lat': 41.8087138, 'lng': -71.4256031}",41.8087138,-71.4256031
92,118,Burwood East,1/451 Highbury Rd,4,t,1460000.0,S,Jellis,2017-04-01,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,3.3477272727272727,1.1948404616429056,"{'lat': -37.857631, 'lng': 145.133535}",-37.857631,145.133535
93,119,Burwood East,2/451 Highbury Rd,4,t,1200000.0,SP,Jellis,2017-04-01,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,3.3477272727272727,1.1948404616429056,"{'lat': -37.857631, 'lng': 145.133535}",-37.857631,145.133535
94,120,Burwood East,19 Lincoln St,4,h,935000.0,S,Barry,2017-04-01,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,3.3477272727272727,1.1948404616429056,"{'lat': 42.092557, 'lng': -71.3987329}",42.092557,-71.3987329
95,121,Burwood East,2/2 Sitar Ct,3,u,780000.0,S,J,2017-04-01,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,3.3477272727272727,0.8961303462321792,"{'lat': -37.854987, 'lng': 145.148601}",-37.854987,145.148601
96,122,Camberwell,1/565 Burke Rd,2,u,868000.0,SA,RT,2017-04-01,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,3.1383502170767006,0.6372775062252144,"{'lat': 29.6880681, 'lng': -95.1827222}",29.6880681,-95.1827222
97,123,Camberwell,1/17 Hollsmoor Rd,3,t,1375000.0,S,Garvey,2017-04-01,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,3.1383502170767006,0.9559162593378216,"{'lat': -37.8404867, 'lng': 145.0901478}",-37.8404867,145.0901478
98,124,Camberwell,1a Mabel St,2,h,1235000.0,S,Jellis,2017-04-01,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,3.1383502170767006,0.6372775062252144,"{'lat': 43.6745429, 'lng': -70.2978214}",43.6745429,-70.2978214
99,125,Camberwell,36 Spencer Rd,3,h,1510000.0,PI,Marshall,2017-04-01,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,3.1383502170767006,0.9559162593378216,,0.0,0.0
100,126,Camberwell,38 Spencer Rd,3,h,1520000.0,S,Jellis,2017-04-01,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,3.1383502170767006,0.9559162593378216,"{'lat': 40.7033919, 'lng': -74.5541779}",40.7033919,-74.5541779
101,127,Camberwell,3/7 Stanhope Gr,2,u,835000.0,S,Prowse,2017-04-01,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,3.1383502170767006,0.6372775062252144,"{'lat': -37.8233252, 'lng': 145.066074}",-37.8233252,145.066074
102,128,Camberwell,5/1295 Toorak Rd,2,u,495000.0,PI,Domain,2017-04-01,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,3.1383502170767006,0.6372775062252144,"{'lat': -37.8493403, 'lng': 145.0877081}",-37.8493403,145.0877081
103,130,Camberwell,9 Webster St,4,h,2100500.0,S,Fletchers,2017-04-01,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,3.1383502170767006,1.2745550124504288,"{'lat': 42.42241990000001, 'lng': -71.1067602}",42.42241990000001,-71.1067602
104,131,Canterbury,16 Parlington St,5,h,3300000.0,VB,Jellis,2017-04-01,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,3.1383502170767006,1.593193765563036,"{'lat': -37.8200838, 'lng': 145.0622154}",-37.8200838,145.0622154
105,133,Carlton North,787 Rathdowne St,2,h,1470000.0,S,Nelson,2017-04-01,3054,Northern Metropolitan,3106,3.5,Melbourne City Council,2.2992700729927007,0.8698412698412699,"{'lat': -37.786175, 'lng': 144.972181}",-37.786175,144.972181
106,134,Carlton North,79 Wilson St,3,h,2410000.0,S,Nelson,2017-04-01,3054,Northern Metropolitan,3106,3.5,Melbourne City Council,2.2992700729927007,1.3047619047619048,"{'lat': 40.72412569999999, 'lng': -73.6735104}",40.72412569999999,-73.6735104
107,135,Carnegie,2 Milton St,4,h,1775000.0,S,hockingstuart,2017-04-01,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2.926839642705232,1.3666618224095337,"{'lat': 30.6159152, 'lng': -87.05030049999999}",30.6159152,-87.05030049999999
108,137,Carnegie,9/80 Woornack Rd,1,u,295000.0,S,Ray,2017-04-01,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2.926839642705232,0.3416654556023833,"{'lat': -37.898439, 'lng': 145.063927}",-37.898439,145.063927
109,138,Caroline Springs,26 Bursaria Dr,4,h,629000.0,S,Sweeney,2017-04-01,3023,Western Metropolitan,7719,14.8,Melton City Council,3.460144927536232,1.156020942408377,"{'lat': -37.7350385, 'lng': 144.7482814}",-37.7350385,144.7482814
